target,mae,rmse,r2,pearson,spearman
sentiment_score_on_true_factor,0.8986206896551724,0.9423009256510144,0.08509123236220095,0.3049918078934064,0.31229160465133204
relevance_on_true_factor,0.5500275862068965,0.5972443617031532,-17.632204450330367,0.17336553269107802,0.1680703052553719
pressure_on_true_factor,0.29937931034482756,0.40283050256044844,-1.0177700129176457,0.2520471749510402,0.24418077071859348
