variant,threshold,n_news,gold_positive_pairs,pred_positive_pairs,pred_mean_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_relevant_precision,any_relevant_recall,any_relevant_f1,false_relevant_news,missed_all_relevant_news
social_signal_v5,0.40,30,64,35,1.1666666666666667,0.8,0.4375,0.5656565656565656,0.5336540003206669,0.5152380952380953,1.0,0.7777777777777778,0.875,0,6
social_signal_v5,0.45,30,64,35,1.1666666666666667,0.8,0.4375,0.5656565656565656,0.5336540003206669,0.5152380952380953,1.0,0.7777777777777778,0.875,0,6
social_signal_v5,0.50,30,64,35,1.1666666666666667,0.8,0.4375,0.5656565656565656,0.5336540003206669,0.5152380952380953,1.0,0.7777777777777778,0.875,0,6
social_signal_v5,0.60,30,64,35,1.1666666666666667,0.8,0.4375,0.5656565656565656,0.5336540003206669,0.5152380952380953,1.0,0.7777777777777778,0.875,0,6
social_signal_v5,default,30,64,83,2.7666666666666666,0.4819277108433735,0.625,0.54421768707483,0.5465164465164465,0.5013492063492063,0.9310344827586207,1.0,0.9642857142857143,2,0
social_signal_v5,0.05,30,64,83,2.7666666666666666,0.4819277108433735,0.625,0.54421768707483,0.5465164465164465,0.5013492063492063,0.9310344827586207,1.0,0.9642857142857143,2,0
social_signal_v5,0.10,30,64,83,2.7666666666666666,0.4819277108433735,0.625,0.54421768707483,0.5465164465164465,0.5013492063492063,0.9310344827586207,1.0,0.9642857142857143,2,0
social_signal_v5,0.20,30,64,83,2.7666666666666666,0.4819277108433735,0.625,0.54421768707483,0.5465164465164465,0.5013492063492063,0.9310344827586207,1.0,0.9642857142857143,2,0
social_signal_v5,0.30,30,64,83,2.7666666666666666,0.4819277108433735,0.625,0.54421768707483,0.5465164465164465,0.5013492063492063,0.9310344827586207,1.0,0.9642857142857143,2,0
social_signal_v5,0.70,30,64,8,0.26666666666666666,0.875,0.109375,0.19444444444444445,0.16666666666666666,0.21555555555555556,1.0,0.2962962962962963,0.45714285714285713,0,19
