target,mae,rmse,r2,pearson,spearman
sentiment_score_on_true_factor,0.9476238360936742,1.13844167796682,-0.335426922619283,0.08788178180122268,0.09207445312527389
relevance_on_true_factor,0.31243582796048225,0.3721187962061221,-6.233081170151676,0.07723144618209014,0.08614812985707407
pressure_on_true_factor,0.3595824589408064,0.457158414717878,-1.5987254718786685,-0.02694079330798002,-0.05491414364031873
