variant,threshold,n_news,gold_positive_pairs,pred_positive_pairs,pred_mean_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_relevant_precision,any_relevant_recall,any_relevant_f1,false_relevant_news,missed_all_relevant_news,excluded_news,error_rows
v4_prompt,default,237,681,360,1.518987341772152,0.7305555555555555,0.38619676945668135,0.505283381364073,0.3390928127246803,0.4995521824635749,1.0,0.9704641350210971,0.9850107066381156,0,7,0,0
v4_prompt,0.05,237,681,360,1.518987341772152,0.7305555555555555,0.38619676945668135,0.505283381364073,0.3390928127246803,0.4995521824635749,1.0,0.9704641350210971,0.9850107066381156,0,7,0,0
v4_prompt,0.10,237,681,360,1.518987341772152,0.7305555555555555,0.38619676945668135,0.505283381364073,0.3390928127246803,0.4995521824635749,1.0,0.9704641350210971,0.9850107066381156,0,7,0,0
v4_prompt,0.20,237,681,360,1.518987341772152,0.7305555555555555,0.38619676945668135,0.505283381364073,0.3390928127246803,0.4995521824635749,1.0,0.9704641350210971,0.9850107066381156,0,7,0,0
v4_prompt,0.30,237,681,360,1.518987341772152,0.7305555555555555,0.38619676945668135,0.505283381364073,0.3390928127246803,0.4995521824635749,1.0,0.9704641350210971,0.9850107066381156,0,7,0,0
v4_prompt,0.40,237,681,360,1.518987341772152,0.7305555555555555,0.38619676945668135,0.505283381364073,0.3390928127246803,0.4995521824635749,1.0,0.9704641350210971,0.9850107066381156,0,7,0,0
v4_prompt,0.45,237,681,360,1.518987341772152,0.7305555555555555,0.38619676945668135,0.505283381364073,0.3390928127246803,0.4995521824635749,1.0,0.9704641350210971,0.9850107066381156,0,7,0,0
v4_prompt,0.50,237,681,360,1.518987341772152,0.7305555555555555,0.38619676945668135,0.505283381364073,0.3390928127246803,0.4995521824635749,1.0,0.9704641350210971,0.9850107066381156,0,7,0,0
v4_prompt,0.60,237,681,360,1.518987341772152,0.7305555555555555,0.38619676945668135,0.505283381364073,0.3390928127246803,0.4995521824635749,1.0,0.9704641350210971,0.9850107066381156,0,7,0,0
v4_prompt,0.70,237,681,350,1.4767932489451476,0.7428571428571429,0.38179148311306904,0.504364694471387,0.30391866871844675,0.4970004444687989,1.0,0.9578059071729957,0.978448275862069,0,10,0,0
