variant,threshold,n_news,gold_positive_pairs,pred_positive_pairs,pred_mean_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_relevant_precision,any_relevant_recall,any_relevant_f1,false_relevant_news,missed_all_relevant_news,excluded_news,error_rows
v4_prompt,default,237,656,317,1.3375527426160339,0.6056782334384858,0.2926829268292683,0.394655704008222,0.3089303910871715,0.3651295961422543,0.9601769911504425,0.9559471365638766,0.9580573951434879,9,10,0,0
v4_prompt,0.20,237,656,317,1.3375527426160339,0.6056782334384858,0.2926829268292683,0.394655704008222,0.3089303910871715,0.3651295961422543,0.9601769911504425,0.9559471365638766,0.9580573951434879,9,10,0,0
v4_prompt,0.30,237,656,317,1.3375527426160339,0.6056782334384858,0.2926829268292683,0.394655704008222,0.3089303910871715,0.3651295961422543,0.9601769911504425,0.9559471365638766,0.9580573951434879,9,10,0,0
v4_prompt,0.05,237,656,318,1.3417721518987342,0.6037735849056604,0.2926829268292683,0.3942505133470226,0.30866385768720483,0.3651295961422543,0.960352422907489,0.960352422907489,0.960352422907489,9,9,0,0
v4_prompt,0.10,237,656,318,1.3417721518987342,0.6037735849056604,0.2926829268292683,0.3942505133470226,0.30866385768720483,0.3651295961422543,0.960352422907489,0.960352422907489,0.960352422907489,9,9,0,0
v4_prompt,0.40,237,656,280,1.1814345991561181,0.6535714285714286,0.27896341463414637,0.391025641025641,0.30835575925082337,0.3624271649588105,0.9704433497536946,0.8678414096916299,0.9162790697674419,6,30,0,0
v4_prompt,0.45,237,656,280,1.1814345991561181,0.6535714285714286,0.27896341463414637,0.391025641025641,0.30835575925082337,0.3624271649588105,0.9704433497536946,0.8678414096916299,0.9162790697674419,6,30,0,0
v4_prompt,0.50,237,656,280,1.1814345991561181,0.6535714285714286,0.27896341463414637,0.391025641025641,0.30835575925082337,0.3624271649588105,0.9704433497536946,0.8678414096916299,0.9162790697674419,6,30,0,0
v4_prompt,0.60,237,656,156,0.6582278481012658,0.7371794871794872,0.17530487804878048,0.2832512315270936,0.2251794294071531,0.25855602437880915,1.0,0.4933920704845815,0.6607669616519174,0,115,0,0
v4_prompt,0.70,237,656,118,0.4978902953586498,0.7796610169491526,0.1402439024390244,0.23772609819121446,0.19936582552638585,0.23304199316857543,1.0,0.42731277533039647,0.5987654320987654,0,130,0,0
