variant,threshold,n_news,gold_positive_pairs,pred_positive_pairs,pred_mean_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_relevant_precision,any_relevant_recall,any_relevant_f1,false_relevant_news,missed_all_relevant_news,excluded_news,error_rows
v4_prompt,default,237,681,382,1.6118143459915613,0.7905759162303665,0.4434654919236417,0.5682031984948259,0.29524162816785476,0.5712778782399036,1.0,0.9704641350210971,0.9850107066381156,0,7,0,72
v4_prompt,0.05,237,681,382,1.6118143459915613,0.7905759162303665,0.4434654919236417,0.5682031984948259,0.29524162816785476,0.5712778782399036,1.0,0.9704641350210971,0.9850107066381156,0,7,0,72
v4_prompt,0.10,237,681,382,1.6118143459915613,0.7905759162303665,0.4434654919236417,0.5682031984948259,0.29524162816785476,0.5712778782399036,1.0,0.9704641350210971,0.9850107066381156,0,7,0,72
v4_prompt,0.20,237,681,382,1.6118143459915613,0.7905759162303665,0.4434654919236417,0.5682031984948259,0.29524162816785476,0.5712778782399036,1.0,0.9704641350210971,0.9850107066381156,0,7,0,72
v4_prompt,0.30,237,681,382,1.6118143459915613,0.7905759162303665,0.4434654919236417,0.5682031984948259,0.29524162816785476,0.5712778782399036,1.0,0.9704641350210971,0.9850107066381156,0,7,0,72
v4_prompt,0.40,237,681,382,1.6118143459915613,0.7905759162303665,0.4434654919236417,0.5682031984948259,0.29524162816785476,0.5712778782399036,1.0,0.9704641350210971,0.9850107066381156,0,7,0,72
v4_prompt,0.45,237,681,382,1.6118143459915613,0.7905759162303665,0.4434654919236417,0.5682031984948259,0.29524162816785476,0.5712778782399036,1.0,0.9704641350210971,0.9850107066381156,0,7,0,72
v4_prompt,0.50,237,681,382,1.6118143459915613,0.7905759162303665,0.4434654919236417,0.5682031984948259,0.29524162816785476,0.5712778782399036,1.0,0.9704641350210971,0.9850107066381156,0,7,0,72
v4_prompt,0.60,237,681,382,1.6118143459915613,0.7905759162303665,0.4434654919236417,0.5682031984948259,0.29524162816785476,0.5712778782399036,1.0,0.9704641350210971,0.9850107066381156,0,7,0,72
v4_prompt,0.70,237,681,380,1.6033755274261603,0.7894736842105263,0.44052863436123346,0.5655042412818096,0.2938593899435113,0.5688868796463734,1.0,0.9704641350210971,0.9850107066381156,0,7,0,72
