target,mae,rmse,r2,pearson,spearman
daily_average_sentiment,0.022348127163991188,0.02936007680341758,0.14492494971367187,0.4073338491490883,0.40234274999696246
daily_risk_index,0.018322712961883272,0.026708542158890118,-0.40396989016560236,0.3666616146674243,0.3826246206879801
factor_date_average_sentiment,0.0453257790368272,0.20601612389399343,-0.03367295093699241,0.19443851829087824,0.18954416441811872
factor_date_relevant_news_count,0.05791627321372364,0.2737031975562833,0.047655498294433496,0.3571023183944349,0.32472725811074743
