config,gold_pairs,pred_pairs,mean_pred_labels,precision,recall,micro_f1,macro_f1_all36,macro_f1_supported,sample_f1,any_precision,any_recall,any_f1,false_relevant,missed_all,mode,q_threshold,g_threshold
grid_or_q0.60_g0.50,656,623,2.628691983122363,0.6308186195826645,0.5990853658536586,0.6145426114151681,0.33938224899150066,0.4213021021963457,0.5526086665327172,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.6,0.5
grid_or_q0.40_g0.35,656,627,2.6455696202531644,0.6283891547049442,0.600609756097561,0.6141855027279813,0.33865714114019907,0.42040196831197124,0.5522314769150214,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.4,0.35
grid_or_q0.40_g0.40,656,627,2.6455696202531644,0.6283891547049442,0.600609756097561,0.6141855027279813,0.33865714114019907,0.42040196831197124,0.5522314769150214,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.4,0.4
grid_or_q0.35_g0.35,656,627,2.6455696202531644,0.6283891547049442,0.600609756097561,0.6141855027279813,0.33865714114019907,0.42040196831197124,0.5522314769150214,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.35,0.35
grid_or_q0.35_g0.40,656,627,2.6455696202531644,0.6283891547049442,0.600609756097561,0.6141855027279813,0.33865714114019907,0.42040196831197124,0.5522314769150214,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.35,0.4
grid_or_q0.35_g0.45,656,627,2.6455696202531644,0.6283891547049442,0.600609756097561,0.6141855027279813,0.33865714114019907,0.42040196831197124,0.5522314769150214,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.35,0.45
grid_or_q0.35_g0.50,656,627,2.6455696202531644,0.6283891547049442,0.600609756097561,0.6141855027279813,0.33865714114019907,0.42040196831197124,0.5522314769150214,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.35,0.5
grid_or_q0.40_g0.50,656,627,2.6455696202531644,0.6283891547049442,0.600609756097561,0.6141855027279813,0.33865714114019907,0.42040196831197124,0.5522314769150214,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.4,0.5
grid_or_q0.40_g0.45,656,627,2.6455696202531644,0.6283891547049442,0.600609756097561,0.6141855027279813,0.33865714114019907,0.42040196831197124,0.5522314769150214,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.4,0.45
grid_or_q0.50_g0.40,656,624,2.632911392405063,0.6298076923076923,0.5990853658536586,0.6140625,0.3391972488065005,0.4210724467942764,0.5523742549059004,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.5,0.4
grid_or_q0.50_g0.45,656,624,2.632911392405063,0.6298076923076923,0.5990853658536586,0.6140625,0.3391972488065005,0.4210724467942764,0.5523742549059004,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.5,0.45
grid_or_q0.45_g0.35,656,624,2.632911392405063,0.6298076923076923,0.5990853658536586,0.6140625,0.3391972488065005,0.4210724467942764,0.5523742549059004,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.45,0.35
grid_or_q0.50_g0.35,656,624,2.632911392405063,0.6298076923076923,0.5990853658536586,0.6140625,0.3391972488065005,0.4210724467942764,0.5523742549059004,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.5,0.35
grid_or_q0.45_g0.40,656,624,2.632911392405063,0.6298076923076923,0.5990853658536586,0.6140625,0.3391972488065005,0.4210724467942764,0.5523742549059004,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.45,0.4
grid_or_q0.50_g0.50,656,624,2.632911392405063,0.6298076923076923,0.5990853658536586,0.6140625,0.3391972488065005,0.4210724467942764,0.5523742549059004,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.5,0.5
grid_or_q0.45_g0.45,656,624,2.632911392405063,0.6298076923076923,0.5990853658536586,0.6140625,0.3391972488065005,0.4210724467942764,0.5523742549059004,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.45,0.45
grid_or_q0.45_g0.50,656,624,2.632911392405063,0.6298076923076923,0.5990853658536586,0.6140625,0.3391972488065005,0.4210724467942764,0.5523742549059004,0.9684684684684685,0.947136563876652,0.9576837416481069,7,12,or,0.45,0.5
grid_or_q0.35_g0.65,656,500,2.109704641350211,0.708,0.5396341463414634,0.6124567474048442,0.32846748366992484,0.4077527383488722,0.5646887805115653,0.9857142857142858,0.9118942731277533,0.9473684210526315,3,20,or,0.35,0.65
grid_or_q0.40_g0.70,656,500,2.109704641350211,0.708,0.5396341463414634,0.6124567474048442,0.32846748366992484,0.4077527383488722,0.5646887805115653,0.9857142857142858,0.9118942731277533,0.9473684210526315,3,20,or,0.4,0.7
grid_or_q0.35_g0.70,656,500,2.109704641350211,0.708,0.5396341463414634,0.6124567474048442,0.32846748366992484,0.4077527383488722,0.5646887805115653,0.9857142857142858,0.9118942731277533,0.9473684210526315,3,20,or,0.35,0.7
grid_or_q0.40_g0.65,656,500,2.109704641350211,0.708,0.5396341463414634,0.6124567474048442,0.32846748366992484,0.4077527383488722,0.5646887805115653,0.9857142857142858,0.9118942731277533,0.9473684210526315,3,20,or,0.4,0.65
grid_or_q0.45_g0.65,656,497,2.0970464135021096,0.710261569416499,0.538109756097561,0.6123156981786644,0.32889910379154247,0.4082885426377768,0.5648148148148149,0.9857142857142858,0.9118942731277533,0.9473684210526315,3,20,or,0.45,0.65
grid_or_q0.50_g0.70,656,497,2.0970464135021096,0.710261569416499,0.538109756097561,0.6123156981786644,0.32889910379154247,0.4082885426377768,0.5648148148148149,0.9857142857142858,0.9118942731277533,0.9473684210526315,3,20,or,0.5,0.7
grid_or_q0.45_g0.70,656,497,2.0970464135021096,0.710261569416499,0.538109756097561,0.6123156981786644,0.32889910379154247,0.4082885426377768,0.5648148148148149,0.9857142857142858,0.9118942731277533,0.9473684210526315,3,20,or,0.45,0.7
grid_or_q0.50_g0.65,656,497,2.0970464135021096,0.710261569416499,0.538109756097561,0.6123156981786644,0.32889910379154247,0.4082885426377768,0.5648148148148149,0.9857142857142858,0.9118942731277533,0.9473684210526315,3,20,or,0.5,0.65
grid_or_q0.60_g0.65,656,495,2.088607594936709,0.7111111111111111,0.5365853658536586,0.6116420503909644,0.3287318149105958,0.40808087368211904,0.564513428437479,0.9857142857142858,0.9118942731277533,0.9473684210526315,3,20,or,0.6,0.65
grid_or_q0.60_g0.70,656,495,2.088607594936709,0.7111111111111111,0.5365853658536586,0.6116420503909644,0.3287318149105958,0.40808087368211904,0.564513428437479,0.9857142857142858,0.9118942731277533,0.9473684210526315,3,20,or,0.6,0.7
grid_or_q0.55_g0.70,656,495,2.088607594936709,0.7111111111111111,0.5365853658536586,0.6116420503909644,0.3287318149105958,0.40808087368211904,0.564513428437479,0.9857142857142858,0.9118942731277533,0.9473684210526315,3,20,or,0.55,0.7
