label_scope,config,n_news,gold_positive_pairs,gold_mean_labels,gold_empty_news,pred_positive_pairs,pred_mean_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_relevant_precision,any_relevant_recall,any_relevant_f1,false_relevant_news,missed_all_relevant_news,source,threshold
all,search_primary_first_v2@0.20,237,656,2.7679324894514767,10,181,0.7637130801687764,0.7016574585635359,0.19359756097560976,0.3034647550776583,0.16051580019737602,0.31479137365213317,0.9829545454545454,0.762114537444934,0.858560794044665,3,54,search_primary_first_v2,0.2
all,search_primary_first_v2@0.25,237,656,2.7679324894514767,10,181,0.7637130801687764,0.7016574585635359,0.19359756097560976,0.3034647550776583,0.16051580019737602,0.31479137365213317,0.9829545454545454,0.762114537444934,0.858560794044665,3,54,search_primary_first_v2,0.25
all,search_primary_first_v2@0.30,237,656,2.7679324894514767,10,181,0.7637130801687764,0.7016574585635359,0.19359756097560976,0.3034647550776583,0.16051580019737602,0.31479137365213317,0.9829545454545454,0.762114537444934,0.858560794044665,3,54,search_primary_first_v2,0.3
all,search_primary_first_v2@0.35,237,656,2.7679324894514767,10,110,0.4641350210970464,0.8272727272727273,0.13871951219512196,0.23759791122715404,0.14798868756479905,0.245680128591521,1.0,0.47577092511013214,0.6447761194029851,0,119,search_primary_first_v2,0.35
all,search_primary_first_v2@0.40,237,656,2.7679324894514767,10,110,0.4641350210970464,0.8272727272727273,0.13871951219512196,0.23759791122715404,0.14798868756479905,0.245680128591521,1.0,0.47577092511013214,0.6447761194029851,0,119,search_primary_first_v2,0.4
all,search_primary_first_v2@0.45,237,656,2.7679324894514767,10,110,0.4641350210970464,0.8272727272727273,0.13871951219512196,0.23759791122715404,0.14798868756479905,0.245680128591521,1.0,0.47577092511013214,0.6447761194029851,0,119,search_primary_first_v2,0.45
all,search_primary_first_v2@0.50,237,656,2.7679324894514767,10,110,0.4641350210970464,0.8272727272727273,0.13871951219512196,0.23759791122715404,0.14798868756479905,0.245680128591521,1.0,0.47577092511013214,0.6447761194029851,0,119,search_primary_first_v2,0.5
all,search_primary_first_v2@0.55,237,656,2.7679324894514767,10,110,0.4641350210970464,0.8272727272727273,0.13871951219512196,0.23759791122715404,0.14798868756479905,0.245680128591521,1.0,0.47577092511013214,0.6447761194029851,0,119,search_primary_first_v2,0.55
all,search_primary_first_v2@0.60,237,656,2.7679324894514767,10,110,0.4641350210970464,0.8272727272727273,0.13871951219512196,0.23759791122715404,0.14798868756479905,0.245680128591521,1.0,0.47577092511013214,0.6447761194029851,0,119,search_primary_first_v2,0.6
all,search_primary_first_v2@0.70,237,656,2.7679324894514767,10,36,0.1518987341772152,0.8611111111111112,0.04725609756097561,0.08959537572254335,0.07598385207171182,0.11999196302993771,1.0,0.15859030837004406,0.2737642585551331,0,191,search_primary_first_v2,0.7
all,search_primary_first_v2@0.80,237,656,2.7679324894514767,10,36,0.1518987341772152,0.8611111111111112,0.04725609756097561,0.08959537572254335,0.07598385207171182,0.11999196302993771,1.0,0.15859030837004406,0.2737642585551331,0,191,search_primary_first_v2,0.8
all,search_primary_first_v2@0.90,237,656,2.7679324894514767,10,36,0.1518987341772152,0.8611111111111112,0.04725609756097561,0.08959537572254335,0.07598385207171182,0.11999196302993771,1.0,0.15859030837004406,0.2737642585551331,0,191,search_primary_first_v2,0.9
all,search_hard_negative_v2@default_is_relevant,237,656,2.7679324894514767,10,37,0.15611814345991562,0.8108108108108109,0.04573170731707317,0.08658008658008658,0.0552770985523786,0.11324090817761702,1.0,0.15418502202643172,0.26717557251908397,0,192,search_hard_negative_v2,default
all,search_hard_negative_v2@0.05,237,656,2.7679324894514767,10,61,0.25738396624472576,0.8032786885245902,0.07469512195121951,0.13668061366806136,0.07078282311937442,0.1497387984729757,1.0,0.2599118942731278,0.4125874125874126,0,168,search_hard_negative_v2,0.05
all,search_hard_negative_v2@0.10,237,656,2.7679324894514767,10,61,0.25738396624472576,0.8032786885245902,0.07469512195121951,0.13668061366806136,0.07078282311937442,0.1497387984729757,1.0,0.2599118942731278,0.4125874125874126,0,168,search_hard_negative_v2,0.1
all,search_hard_negative_v2@0.15,237,656,2.7679324894514767,10,61,0.25738396624472576,0.8032786885245902,0.07469512195121951,0.13668061366806136,0.07078282311937442,0.1497387984729757,1.0,0.2599118942731278,0.4125874125874126,0,168,search_hard_negative_v2,0.15
all,search_hard_negative_v2@0.20,237,656,2.7679324894514767,10,61,0.25738396624472576,0.8032786885245902,0.07469512195121951,0.13668061366806136,0.07078282311937442,0.1497387984729757,1.0,0.2599118942731278,0.4125874125874126,0,168,search_hard_negative_v2,0.2
